"age","workclass","education","marital.status","occupation","native.country","income"
0.36986301369863," Private"," Some-college"," Married-civ-spouse"," Transport-moving"," United-States",0
0.438356164383562," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," United-States",1
0.123287671232877," Private"," HS-grad"," Never-married"," Adm-clerical"," United-States",0
0.315068493150685," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," United-States",0
0.0273972602739726," Self-emp-not-inc"," 11th"," Never-married"," Adm-clerical"," United-States",0
0.561643835616438," Private"," HS-grad"," Married-civ-spouse"," Farming-fishing"," United-States",0
0.602739726027397," Private"," Assoc-voc"," Married-civ-spouse"," Tech-support"," United-States",1
0.150684931506849," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Sales"," South",0
0.123287671232877," Private"," Bachelors"," Never-married"," Farming-fishing"," United-States",0
0.643835616438356," Private"," HS-grad"," Never-married"," Adm-clerical"," United-States",0
0.342465753424658," Self-emp-inc"," Bachelors"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.328767123287671," Private"," Some-college"," Married-civ-spouse"," Tech-support"," United-States",1
0.383561643835616," Private"," HS-grad"," Never-married"," Handlers-cleaners"," United-States",0
0.301369863013699," Private"," Bachelors"," Married-civ-spouse"," Sales"," United-States",1
0.328767123287671," Local-gov"," HS-grad"," Married-civ-spouse"," Other-service"," United-States",0
0.465753424657534," Private"," 11th"," Separated"," Other-service"," Jamaica",0
0.232876712328767," Private"," Assoc-voc"," Divorced"," Adm-clerical"," United-States",0
0.219178082191781," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Germany",1
0.0821917808219178," Private"," Some-college"," Separated"," Other-service"," United-States",1
0.246575342465753," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Craft-repair"," United-States",0
0.328767123287671," Private"," 11th"," Divorced"," Priv-house-serv"," Guatemala",0
0.301369863013699," Private"," Masters"," Never-married"," Craft-repair"," United-States",0
0.328767123287671," Private"," Some-college"," Married-civ-spouse"," Sales"," United-States",0
0.219178082191781," Self-emp-inc"," Some-college"," Married-civ-spouse"," Exec-managerial"," United-States",0
0.0684931506849315," Private"," HS-grad"," Never-married"," Other-service"," United-States",0
0.10958904109589," Private"," Some-college"," Never-married"," Exec-managerial"," United-States",0
0.10958904109589," Private"," Some-college"," Divorced"," Machine-op-inspct"," United-States",0
0.821917808219178," Self-emp-not-inc"," 7th-8th"," Married-spouse-absent"," Adm-clerical"," Italy",1
0.671232876712329," Private"," HS-grad"," Widowed"," Sales"," United-States",0
0.0273972602739726," Private"," Some-college"," Never-married"," Sales"," United-States",0
0.36986301369863," Private"," HS-grad"," Never-married"," Other-service"," United-States",0
0.383561643835616," Self-emp-inc"," Masters"," Divorced"," Sales"," United-States",1
0.150684931506849," Private"," Some-college"," Never-married"," Sales"," United-States",0
0.0273972602739726," Private"," HS-grad"," Never-married"," Handlers-cleaners"," United-States",0
0.356164383561644," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," United-States",1
0.301369863013699," Private"," Bachelors"," Married-civ-spouse"," Tech-support"," United-States",1
0.219178082191781," Private"," Bachelors"," Married-civ-spouse"," Sales"," United-States",0
0.36986301369863," Private"," HS-grad"," Married-spouse-absent"," Other-service"," Jamaica",0
0.616438356164384," Private"," 7th-8th"," Widowed"," Machine-op-inspct"," United-States",0
0.315068493150685," Private"," Some-college"," Married-civ-spouse"," Sales"," United-States",1
0.328767123287671," Private"," HS-grad"," Never-married"," Other-service"," Iran",0
0.0821917808219178," Local-gov"," Some-college"," Never-married"," Other-service"," United-States",0
0.424657534246575," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Italy",1
0.287671232876712," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," United-States",0
0.273972602739726," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.383561643835616," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.164383561643836," Private"," HS-grad"," Married-civ-spouse"," Protective-serv"," United-States",0
0.671232876712329," Local-gov"," HS-grad"," Widowed"," Adm-clerical"," United-States",0
0.0273972602739726," Private"," HS-grad"," Never-married"," Other-service"," United-States",0
0.0821917808219178," Private"," 9th"," Never-married"," Handlers-cleaners"," Mexico",0
0.232876712328767," Private"," Bachelors"," Married-civ-spouse"," Tech-support"," United-States",1
0.301369863013699," Private"," Masters"," Never-married"," Exec-managerial"," United-States",0
0.219178082191781," Self-emp-not-inc"," HS-grad"," Never-married"," Transport-moving"," United-States",0
0.356164383561644," Private"," Some-college"," Separated"," Sales"," United-States",0
0.136986301369863," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," United-States",0
0.219178082191781," State-gov"," Some-college"," Separated"," Adm-clerical"," United-States",0
0.123287671232877," Private"," 5th-6th"," Married-civ-spouse"," Farming-fishing"," Mexico",0
0.534246575342466," Self-emp-inc"," Masters"," Divorced"," Exec-managerial"," United-States",1
0.397260273972603," Private"," HS-grad"," Married-civ-spouse"," Sales"," United-States",0
0.287671232876712," Private"," Assoc-acdm"," Divorced"," Craft-repair"," United-States",0
1," Private"," 11th"," Married-civ-spouse"," Craft-repair"," United-States",0
0.753424657534247," Self-emp-inc"," Some-college"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.0410958904109589," Private"," HS-grad"," Never-married"," Adm-clerical"," United-States",0
0.164383561643836," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",0
0.438356164383562," Private"," 11th"," Married-civ-spouse"," Transport-moving"," United-States",0
0.0821917808219178," Private"," HS-grad"," Never-married"," Other-service"," United-States",0
0.0410958904109589," Private"," Some-college"," Married-spouse-absent"," Sales"," United-States",0
0.547945205479452," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," South",0
0.397260273972603," Private"," Assoc-acdm"," Divorced"," Prof-specialty"," United-States",0
0.219178082191781," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.0958904109589041," Private"," Bachelors"," Never-married"," Sales"," Jamaica",0
0.438356164383562," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Greece",0
0.506849315068493," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," United-States",0
0.397260273972603," Federal-gov"," Doctorate"," Never-married"," Prof-specialty"," United-States",1
0.191780821917808," Self-emp-not-inc"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," United-States",0
0.356164383561644," Self-emp-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.0273972602739726," Private"," HS-grad"," Never-married"," Machine-op-inspct"," United-States",0
0.397260273972603," Private"," Assoc-acdm"," Never-married"," Adm-clerical"," United-States",0
0.356164383561644," Private"," Bachelors"," Divorced"," Prof-specialty"," United-States",0
0.561643835616438," Private"," HS-grad"," Widowed"," Craft-repair"," United-States",0
0.356164383561644," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Sales"," United-States",0
0.0547945205479452," Federal-gov"," 12th"," Never-married"," Adm-clerical"," United-States",0
0.479452054794521," State-gov"," Masters"," Never-married"," Adm-clerical"," United-States",1
0.232876712328767," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," United-States",1
0.150684931506849," Private"," Assoc-voc"," Never-married"," Handlers-cleaners"," United-States",0
0.232876712328767," Private"," HS-grad"," Divorced"," Transport-moving"," United-States",0
0.164383561643836," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," United-States",1
0.301369863013699," Private"," HS-grad"," Married-civ-spouse"," Farming-fishing"," United-States",0
0.438356164383562," Private"," 11th"," Divorced"," Machine-op-inspct"," United-States",0
0.246575342465753," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Jamaica",1
0.191780821917808," Private"," Some-college"," Divorced"," Other-service"," United-States",0
0.0136986301369863," Private"," Some-college"," Never-married"," Handlers-cleaners"," United-States",0
0.410958904109589," Local-gov"," HS-grad"," Married-civ-spouse"," Other-service"," United-States",1
0.397260273972603," Private"," HS-grad"," Married-civ-spouse"," Sales"," United-States",0
0.356164383561644," Private"," Bachelors"," Married-civ-spouse"," Sales"," United-States",1
0.465753424657534," Federal-gov"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",1
0.0547945205479452," Private"," Some-college"," Never-married"," Adm-clerical"," United-States",0
0.191780821917808," State-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.301369863013699," Local-gov"," HS-grad"," Married-civ-spouse"," Protective-serv"," United-States",1
0.561643835616438," Private"," 11th"," Married-civ-spouse"," Adm-clerical"," United-States",0
0.26027397260274," Private"," Masters"," Never-married"," Prof-specialty"," United-States",0
0.287671232876712," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," United-States",0
0.191780821917808," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.0273972602739726," Private"," 11th"," Never-married"," Handlers-cleaners"," United-States",0
0.287671232876712," Private"," Assoc-voc"," Divorced"," Tech-support"," United-States",0
0.123287671232877," Private"," Assoc-voc"," Never-married"," Prof-specialty"," Jamaica",0
0.287671232876712," Private"," Assoc-acdm"," Divorced"," Adm-clerical"," United-States",0
0.26027397260274," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," United-States",0
0.315068493150685," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.328767123287671," Private"," Bachelors"," Married-civ-spouse"," Tech-support"," United-States",1
0.219178082191781," Private"," HS-grad"," Never-married"," Sales"," United-States",0
0.465753424657534," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," United-States",0
0.232876712328767," Private"," HS-grad"," Married-civ-spouse"," Sales"," United-States",0
0.219178082191781," Private"," Assoc-voc"," Divorced"," Sales"," United-States",0
0.10958904109589," Private"," 10th"," Married-civ-spouse"," Craft-repair"," United-States",0
0.178082191780822," Self-emp-not-inc"," HS-grad"," Never-married"," Sales"," United-States",0
0.0273972602739726," Private"," Some-college"," Never-married"," Adm-clerical"," United-States",0
0.410958904109589," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.123287671232877," Private"," Bachelors"," Never-married"," Adm-clerical"," United-States",0
0.0547945205479452," State-gov"," Some-college"," Never-married"," Other-service"," United-States",0
0.26027397260274," Private"," HS-grad"," Married-civ-spouse"," Other-service"," United-States",1
0.589041095890411," Private"," 10th"," Married-civ-spouse"," Machine-op-inspct"," United-States",0
0.150684931506849," Private"," HS-grad"," Never-married"," Prof-specialty"," United-States",0
0.0273972602739726," Private"," HS-grad"," Never-married"," Adm-clerical"," United-States",0
0.342465753424658," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," United-States",0
0.26027397260274," Private"," HS-grad"," Separated"," Machine-op-inspct"," United-States",0
0.246575342465753," Private"," HS-grad"," Married-civ-spouse"," Other-service"," United-States",0
0.0684931506849315," Private"," Some-college"," Never-married"," Adm-clerical"," United-States",0
0.506849315068493," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",1
0.26027397260274," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," United-States",0
0.520547945205479," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," United-States",0
0.547945205479452," Private"," Masters"," Married-civ-spouse"," Adm-clerical"," United-States",0
0.534246575342466," Private"," 7th-8th"," Married-civ-spouse"," Transport-moving"," United-States",0
0.0958904109589041," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," United-States",0
0.246575342465753," Local-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.465753424657534," Self-emp-inc"," 11th"," Divorced"," Sales"," United-States",0
0.232876712328767," Private"," HS-grad"," Divorced"," Exec-managerial"," United-States",0
0.26027397260274," Private"," Assoc-acdm"," Divorced"," Adm-clerical"," United-States",0
0.465753424657534," Local-gov"," 9th"," Separated"," Other-service"," United-States",0
0.397260273972603," Self-emp-inc"," Doctorate"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.342465753424658," Private"," HS-grad"," Divorced"," Exec-managerial"," United-States",0
0.10958904109589," State-gov"," Bachelors"," Never-married"," Prof-specialty"," United-States",0
0.0684931506849315," Private"," HS-grad"," Never-married"," Handlers-cleaners"," United-States",0
0.273972602739726," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",0
0.424657534246575," Private"," Bachelors"," Divorced"," Sales"," United-States",1
0.602739726027397," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.315068493150685," Private"," 12th"," Married-civ-spouse"," Transport-moving"," Jamaica",0
0.561643835616438," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.479452054794521," Private"," HS-grad"," Married-spouse-absent"," Farming-fishing"," Mexico",0
0.0136986301369863," Private"," 11th"," Never-married"," Other-service"," United-States",0
0.136986301369863," Private"," 10th"," Married-civ-spouse"," Machine-op-inspct"," United-States",0
0.424657534246575," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Prof-specialty"," United-States",0
0.63013698630137," Private"," 9th"," Married-civ-spouse"," Craft-repair"," United-States",0
0.287671232876712," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",0
0.191780821917808," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," United-States",0
0.315068493150685," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Prof-specialty"," United-States",0
0.328767123287671," Private"," HS-grad"," Divorced"," Exec-managerial"," United-States",0
0.150684931506849," Private"," Bachelors"," Never-married"," Prof-specialty"," United-States",0
0.191780821917808," Private"," Prof-school"," Divorced"," Prof-specialty"," United-States",1
0.205479452054795," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," United-States",1
0.178082191780822," Private"," HS-grad"," Never-married"," Handlers-cleaners"," United-States",0
0.301369863013699," Local-gov"," HS-grad"," Divorced"," Craft-repair"," United-States",0
0.150684931506849," Private"," Bachelors"," Married-civ-spouse"," Sales"," United-States",0
0.191780821917808," Private"," HS-grad"," Never-married"," Handlers-cleaners"," United-States",0
0.36986301369863," State-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.0684931506849315," Private"," Some-college"," Never-married"," Farming-fishing"," United-States",0
0.26027397260274," Private"," Assoc-acdm"," Married-civ-spouse"," Craft-repair"," United-States",0
0.301369863013699," Private"," Masters"," Never-married"," Exec-managerial"," United-States",0
0.602739726027397," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," United-States",0
0.191780821917808," Private"," HS-grad"," Divorced"," Transport-moving"," United-States",0
0.0547945205479452," Private"," Some-college"," Never-married"," Other-service"," Germany",0
0.301369863013699," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Farming-fishing"," United-States",0
0.232876712328767," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," United-States",0
0.0547945205479452," Private"," Some-college"," Never-married"," Other-service"," United-States",0
0.794520547945205," Self-emp-not-inc"," Bachelors"," Widowed"," Prof-specialty"," United-States",1
0.0547945205479452," Private"," Some-college"," Never-married"," Other-service"," United-States",0
0.876712328767123," Private"," Some-college"," Married-civ-spouse"," Sales"," United-States",0
0.506849315068493," Self-emp-inc"," HS-grad"," Divorced"," Other-service"," Canada",0
0.232876712328767," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Iran",0
0.506849315068493," Self-emp-not-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Philippines",1
0.328767123287671," Private"," HS-grad"," Married-civ-spouse"," Other-service"," United-States",0
0.63013698630137," Private"," HS-grad"," Married-civ-spouse"," Other-service"," United-States",0
0.0958904109589041," Private"," Some-college"," Never-married"," Machine-op-inspct"," United-States",0
0.0410958904109589," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Mexico",0
0.36986301369863," Local-gov"," Bachelors"," Divorced"," Prof-specialty"," United-States",0
0.410958904109589," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Sales"," United-States",1
0.191780821917808," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," United-States",0
0.328767123287671," Private"," 7th-8th"," Divorced"," Craft-repair"," United-States",0
0.493150684931507," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",0
0.63013698630137," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," United-States",0
0.36986301369863," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.273972602739726," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",1
0.150684931506849," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Germany",1
0.547945205479452," Private"," HS-grad"," Divorced"," Adm-clerical"," United-States",0
0.0684931506849315," Private"," Some-college"," Never-married"," Farming-fishing"," United-States",0
0.219178082191781," Local-gov"," Bachelors"," Married-civ-spouse"," Adm-clerical"," United-States",1
0.178082191780822," Private"," Some-college"," Divorced"," Adm-clerical"," United-States",0
0.0410958904109589," Private"," HS-grad"," Never-married"," Craft-repair"," United-States",0
0.150684931506849," Private"," Bachelors"," Never-married"," Adm-clerical"," United-States",0
0.506849315068493," Private"," 11th"," Divorced"," Priv-house-serv"," United-States",0
0.0410958904109589," Private"," HS-grad"," Never-married"," Handlers-cleaners"," United-States",0
0.232876712328767," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," United-States",0
0.0547945205479452," Private"," Some-college"," Never-married"," Adm-clerical"," United-States",0
0.164383561643836," State-gov"," Some-college"," Never-married"," Other-service"," United-States",0
0.465753424657534," Private"," Some-college"," Divorced"," Exec-managerial"," United-States",0
0.301369863013699," Private"," HS-grad"," Divorced"," Machine-op-inspct"," United-States",0
0.0273972602739726," Private"," Some-college"," Never-married"," Adm-clerical"," United-States",0
0.0684931506849315," Local-gov"," HS-grad"," Never-married"," Farming-fishing"," United-States",0
0.575342465753425," State-gov"," Some-college"," Divorced"," Adm-clerical"," United-States",0
0.0136986301369863," Private"," 11th"," Never-married"," Sales"," United-States",0
0.0684931506849315," Private"," HS-grad"," Never-married"," Other-service"," United-States",0
0.342465753424658," Local-gov"," Some-college"," Married-civ-spouse"," Craft-repair"," United-States",1
0.301369863013699," Private"," Assoc-acdm"," Never-married"," Craft-repair"," United-States",0
0.191780821917808," Private"," Bachelors"," Married-civ-spouse"," Sales"," United-States",1
0.150684931506849," Private"," 11th"," Separated"," Craft-repair"," United-States",0
0.0684931506849315," Private"," Bachelors"," Never-married"," Exec-managerial"," United-States",0
0.684931506849315," Private"," Masters"," Never-married"," Other-service"," United-States",0
0," Private"," 11th"," Never-married"," Sales"," United-States",0
0.410958904109589," Federal-gov"," Assoc-acdm"," Married-civ-spouse"," Adm-clerical"," United-States",1
0.0821917808219178," Private"," Bachelors"," Never-married"," Adm-clerical"," United-States",0
0.0410958904109589," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Peru",0
0.0684931506849315," Private"," HS-grad"," Never-married"," Sales"," Peru",0
0.410958904109589," State-gov"," 7th-8th"," Married-civ-spouse"," Transport-moving"," United-States",0
0.438356164383562," Private"," Some-college"," Married-civ-spouse"," Sales"," United-States",1
0.246575342465753," State-gov"," Some-college"," Divorced"," Exec-managerial"," United-States",0
0.479452054794521," Federal-gov"," Some-college"," Divorced"," Exec-managerial"," United-States",0
0.164383561643836," Private"," HS-grad"," Never-married"," Sales"," United-States",0
0.767123287671233," Self-emp-inc"," 10th"," Widowed"," Sales"," Canada",0
0.287671232876712," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.575342465753425," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.246575342465753," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," United-States",0
0.0136986301369863," Private"," Some-college"," Never-married"," Sales"," United-States",0
0.0958904109589041," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," United-States",0
0.219178082191781," Local-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," United-States",0
0.315068493150685," Private"," Some-college"," Divorced"," Exec-managerial"," United-States",0
0.520547945205479," Private"," HS-grad"," Widowed"," Adm-clerical"," United-States",0
0.36986301369863," Private"," HS-grad"," Divorced"," Prof-specialty"," United-States",0
0.315068493150685," Private"," Bachelors"," Never-married"," Prof-specialty"," United-States",0
0.0684931506849315," Private"," HS-grad"," Divorced"," Handlers-cleaners"," United-States",0
0.520547945205479," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.383561643835616," Private"," HS-grad"," Separated"," Tech-support"," United-States",0
0.410958904109589," Local-gov"," Bachelors"," Never-married"," Prof-specialty"," United-States",1
0.534246575342466," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",0
0.36986301369863," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," United-States",0
0.205479452054795," State-gov"," Some-college"," Never-married"," Adm-clerical"," United-States",0
0," Private"," 10th"," Never-married"," Other-service"," United-States",0
0.36986301369863," Private"," Some-college"," Divorced"," Exec-managerial"," United-States",0
0.205479452054795," Self-emp-not-inc"," Assoc-acdm"," Never-married"," Sales"," United-States",0
0.246575342465753," Private"," Bachelors"," Married-civ-spouse"," Sales"," United-States",1
0.136986301369863," Private"," HS-grad"," Married-civ-spouse"," Other-service"," United-States",0
0.205479452054795," Private"," HS-grad"," Married-civ-spouse"," Prof-specialty"," United-States",0
0.698630136986301," Private"," 11th"," Divorced"," Transport-moving"," United-States",0
0.0410958904109589," Private"," Some-college"," Never-married"," Other-service"," United-States",0
0.219178082191781," Private"," Some-college"," Divorced"," Adm-clerical"," United-States",0
0.0958904109589041," Private"," 9th"," Never-married"," Handlers-cleaners"," United-States",0
0.424657534246575," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",0
0.383561643835616," Private"," Masters"," Divorced"," Prof-specialty"," United-States",0
0.424657534246575," Private"," Some-college"," Widowed"," Adm-clerical"," United-States",0
0.150684931506849," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.301369863013699," Local-gov"," Masters"," Divorced"," Prof-specialty"," United-States",0
0.0821917808219178," Private"," Some-college"," Never-married"," Other-service"," United-States",0
0.0821917808219178," State-gov"," 12th"," Never-married"," Exec-managerial"," United-States",0
0.26027397260274," Private"," Some-college"," Separated"," Adm-clerical"," United-States",0
0.10958904109589," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," United-States",0
0.479452054794521," Private"," HS-grad"," Never-married"," Other-service"," United-States",0
0.246575342465753," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",0
0.328767123287671," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," United-States",0
0.383561643835616," Private"," Bachelors"," Married-civ-spouse"," Sales"," United-States",1
0.561643835616438," Private"," Assoc-voc"," Widowed"," Prof-specialty"," United-States",0
0.684931506849315," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Adm-clerical"," United-States",0
0.424657534246575," Private"," HS-grad"," Married-civ-spouse"," Prof-specialty"," United-States",0
0.63013698630137," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",0
0.0958904109589041," Local-gov"," Some-college"," Married-civ-spouse"," Protective-serv"," United-States",1
0.356164383561644," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," United-States",1
0.26027397260274," Private"," HS-grad"," Divorced"," Transport-moving"," United-States",0
0.205479452054795," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Mexico",0
0.26027397260274," Private"," Some-college"," Never-married"," Craft-repair"," Laos",0
0.356164383561644," Private"," Some-college"," Never-married"," Adm-clerical"," United-States",0
0.136986301369863," Private"," HS-grad"," Never-married"," Adm-clerical"," United-States",0
0," Private"," 11th"," Never-married"," Other-service"," United-States",0
0.383561643835616," Private"," Bachelors"," Divorced"," Sales"," United-States",0
0.328767123287671," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," United-States",0
0.328767123287671," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," United-States",0
0.424657534246575," Local-gov"," Assoc-acdm"," Separated"," Adm-clerical"," United-States",0
0.123287671232877," Private"," Some-college"," Never-married"," Other-service"," United-States",0
0.506849315068493," Private"," Preschool"," Married-civ-spouse"," Farming-fishing"," United-States",0
0.0684931506849315," Private"," Some-college"," Divorced"," Sales"," Iran",0
0.0273972602739726," Private"," HS-grad"," Never-married"," Transport-moving"," United-States",0
0.410958904109589," Private"," 7th-8th"," Divorced"," Handlers-cleaners"," United-States",0
0.205479452054795," Private"," HS-grad"," Married-spouse-absent"," Other-service"," United-States",0
0.397260273972603," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.178082191780822," Private"," Bachelors"," Never-married"," Tech-support"," United-States",1
0.246575342465753," Private"," Masters"," Never-married"," Exec-managerial"," United-States",0
0.479452054794521," Private"," Assoc-voc"," Married-civ-spouse"," Tech-support"," United-States",0
0.767123287671233," Self-emp-not-inc"," 12th"," Married-civ-spouse"," Farming-fishing"," United-States",0
0," Private"," 10th"," Never-married"," Other-service"," Canada",0
0.205479452054795," Private"," Bachelors"," Separated"," Prof-specialty"," United-States",0
0.356164383561644," Local-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.123287671232877," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Columbia",0
0.328767123287671," Federal-gov"," Masters"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.438356164383562," Private"," Assoc-acdm"," Married-civ-spouse"," Sales"," United-States",1
0.479452054794521," State-gov"," Some-college"," Separated"," Protective-serv"," United-States",0
0.246575342465753," Private"," HS-grad"," Separated"," Adm-clerical"," United-States",0
0.547945205479452," Private"," 11th"," Married-civ-spouse"," Other-service"," United-States",0
0.246575342465753," Private"," Assoc-voc"," Married-spouse-absent"," Prof-specialty"," United-States",0
0.219178082191781," Private"," Bachelors"," Never-married"," Prof-specialty"," United-States",0
0.534246575342466," Private"," 7th-8th"," Divorced"," Transport-moving"," United-States",0
0.342465753424658," Private"," Bachelors"," Never-married"," Sales"," United-States",0
0," Private"," Some-college"," Never-married"," Adm-clerical"," United-States",0
0.438356164383562," Private"," HS-grad"," Divorced"," Adm-clerical"," United-States",0
0.301369863013699," Private"," Prof-school"," Married-civ-spouse"," Prof-specialty"," United-States",1
0.232876712328767," Self-emp-not-inc"," Some-college"," Divorced"," Adm-clerical"," United-States",0
0.273972602739726," Self-emp-not-inc"," Some-college"," Never-married"," Prof-specialty"," United-States",0
0.0684931506849315," Private"," 12th"," Never-married"," Other-service"," United-States",0
0.136986301369863," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Mexico",0
0.0547945205479452," Private"," Some-college"," Never-married"," Sales"," United-States",0
0.36986301369863," Private"," Bachelors"," Married-civ-spouse"," Adm-clerical"," United-States",1
0.493150684931507," Self-emp-not-inc"," 10th"," Married-spouse-absent"," Transport-moving"," United-States",0
0.123287671232877," Private"," 11th"," Never-married"," Craft-repair"," United-States",0
0.424657534246575," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," United-States",1
0.301369863013699," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," United-States",0
0.232876712328767," Private"," HS-grad"," Never-married"," Other-service"," United-States",0
0.506849315068493," State-gov"," Bachelors"," Married-civ-spouse"," Exec-managerial"," United-States",0
0.26027397260274," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," United-States",1
0.589041095890411," Private"," HS-grad"," Married-civ-spouse"," Prof-specialty"," United-States",0
0.452054794520548," Private"," HS-grad"," Married-civ-spouse"," Protective-serv"," United-States",1
0.424657534246575," Local-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," United-States",0
0.246575342465753," Private"," Some-college"," Never-married"," Adm-clerical"," United-States",0
0.315068493150685," Self-emp-not-inc"," Assoc-acdm"," Divorced"," Prof-specialty"," United-States",0
